having_ip_address,url_length,having_at_symbol,prefix_suffix_dash,multi_subdomains,https_token,has_https,shortining_service,count_dots,count_digits,count_special_chars,has_suspicious_words,domain_age,favicon_mismatch,redirects,has_hidden_iframes,has_password_fields,Label
0,1,1,1,0,0,0,0,4,9,8,1,1,0,1,0,1,1
0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,4,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,7,9,8,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,8,1,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,2,8,2,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,9,37,5,1,1,0,1,0,0,1
1,0,0,0,1,0,0,0,4,42,4,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,5,42,2,0,0,1,0,0,0,1
0,1,0,1,1,0,0,0,4,44,11,1,1,1,1,0,0,1
0,1,0,0,1,0,0,0,3,9,14,1,1,0,0,0,1,1
1,1,1,0,0,1,0,0,2,26,0,0,1,0,0,0,0,1
0,0,0,0,0,1,1,0,1,5,2,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,1,12,3,1,0,1,0,0,0,1
0,1,0,1,1,1,0,1,8,21,12,0,1,1,0,0,1,1
0,0,0,0,0,0,1,1,3,5,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,9,32,1,1,1,1,1,0,1,1
1,1,0,1,1,1,0,0,9,32,10,1,1,1,1,0,0,1
1,1,1,1,0,1,0,0,4,13,0,1,0,0,1,1,1,1
1,1,0,0,0,0,0,0,2,32,0,1,1,0,1,1,1,1
1,0,0,1,1,0,0,0,2,38,14,1,1,0,0,0,1,1
0,0,0,1,1,1,0,1,5,11,8,1,1,1,0,0,1,1
0,0,0,0,0,0,1,1,2,6,2,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,8,0,0,0,1,1,0,1,1,1
1,0,0,1,0,0,1,0,8,42,1,1,1,1,1,0,0,1
0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,4,40,14,1,1,1,0,1,1,1
0,1,0,1,1,0,0,0,7,12,14,0,1,1,0,1,1,1
1,1,0,1,1,0,0,0,8,6,13,0,1,0,1,0,1,1
1,1,1,1,0,1,0,0,1,15,14,0,1,0,0,0,1,1
1,0,0,1,0,0,0,0,5,1,0,1,0,1,1,0,1,1
0,1,1,0,1,0,0,0,4,37,4,0,1,1,1,0,1,1
0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,27,11,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,2,9,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,3,14,0,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,1,48,7,0,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,6,3,0,0,0,0,0,0,0
0,1,1,1,1,0,1,0,1,8,4,0,1,1,1,1,1,1
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,8,30,10,0,1,1,0,0,1,1
0,1,0,1,0,0,0,0,9,45,1,1,1,0,1,0,1,1
0,0,0,0,0,1,0,1,1,0,9,0,1,0,0,1,0,1
1,0,0,0,1,0,1,0,6,7,3,1,1,1,0,0,1,1
1,0,0,1,1,0,0,0,1,25,1,1,1,0,1,0,1,1
0,0,0,0,0,0,1,1,3,5,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,1,7,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,8,1,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,6,4,10,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,1,4,0,0,0,0,0,1,0
0,1,0,1,1,0,1,0,6,30,2,0,1,1,1,0,1,1
0,1,1,0,0,0,1,0,3,28,4,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,5,2,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,7,28,13,1,1,1,0,0,0,1
0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,1,0,0
0,0,0,1,1,0,1,0,3,9,6,1,1,1,0,1,1,1
0,1,0,0,0,0,0,0,8,8,6,1,1,0,1,0,0,1
0,1,1,1,0,0,0,1,3,39,5,0,1,1,0,1,1,1
0,0,0,1,1,0,0,0,2,2,9,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,8,38,14,1,1,1,0,1,1,1
0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,2,4,4,0,0,1,0,0,0,0
0,1,0,1,1,0,0,0,7,7,2,1,1,1,1,0,1,1
1,0,0,0,1,0,1,1,9,47,10,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,9,27,8,0,1,0,1,0,1,1
0,0,0,0,1,0,1,0,1,7,4,1,1,0,0,1,0,0
0,1,0,0,0,0,0,0,8,28,13,0,1,1,1,0,1,1
0,1,0,0,0,0,1,0,1,7,0,0,1,0,1,1,0,0
0,0,0,1,0,1,0,1,1,21,7,0,1,1,1,0,1,1
0,1,0,0,0,0,1,0,2,6,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,2,11,0,1,1,1,1,0,1,1
0,0,0,0,1,0,1,0,2,9,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,5,3,0,0,1,0,0,0,0
0,0,0,1,0,0,1,0,2,40,8,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,3,9,3,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,5,0,11,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,3,43,11,1,1,0,1,0,0,1
0,0,0,0,0,0,1,0,3,6,1,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,1,49,11,1,1,0,1,0,0,1
0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,1,0
0,0,0,1,1,1,0,1,7,32,11,1,1,0,0,1,1,1
0,0,0,0,0,0,1,0,2,7,3,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,3,46,2,1,1,0,0,1,1,1
0,0,0,1,0,0,0,1,6,20,0,0,1,0,1,1,1,1
0,1,0,1,0,0,0,0,4,25,4,1,1,0,0,1,0,1
0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,32,11,0,1,0,0,0,1,1
0,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,5,18,9,1,1,0,1,0,0,1
0,0,0,0,0,0,1,0,2,9,3,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,44,9,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,3,8,0,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0,2,5,1,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,9,22,13,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,6,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,5,3,0,0,0,1,0,1,0
0,0,0,1,1,0,0,0,1,40,11,0,1,1,0,1,1,1
0,0,0,0,0,0,1,0,1,2,4,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,6,12,11,0,1,0,1,0,1,1
0,0,0,1,0,0,1,0,2,7,0,0,1,0,0,0,1,0
1,1,0,0,1,0,1,0,2,16,10,1,1,1,1,1,1,1
0,1,0,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,7,3,0,0,0,0,0,1,0
1,1,0,1,0,0,0,0,1,42,9,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,7,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,33,8,1,1,0,1,1,1,1
0,1,0,0,0,0,1,0,1,9,3,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,8,34,2,0,1,1,1,0,1,1
1,1,0,1,1,0,0,0,4,27,6,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,4,4,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,8,15,0,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,3,4,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,6,37,2,1,0,0,0,1,1,1
1,0,0,1,0,0,0,0,1,24,9,1,0,1,0,0,1,1
0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,4,31,0,0,1,0,1,0,1,1
0,1,0,1,0,0,0,0,9,37,4,0,1,0,1,1,1,1
0,1,0,0,1,0,0,0,2,44,3,0,1,1,1,0,0,1
1,1,0,1,0,0,0,0,8,21,6,0,0,0,0,0,1,1
0,1,0,0,1,0,0,0,6,11,8,1,0,0,0,1,1,1
0,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,6,33,14,0,1,0,0,1,1,1
0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,37,10,1,1,1,0,0,0,1
0,0,0,0,0,0,1,0,3,3,4,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,7,26,5,0,1,1,0,1,1,1
0,1,0,1,1,0,0,1,7,47,2,0,1,0,1,0,0,1
0,1,0,1,0,0,0,0,2,4,12,1,1,0,1,1,1,1
0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,6,23,10,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,3,7,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,1,2,0,0,0,1,0,1,0
1,0,0,0,1,0,0,1,7,28,4,1,1,1,0,0,1,1
0,1,1,1,0,0,1,0,8,21,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,2,3,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,9,16,5,1,1,0,0,1,0,1
0,0,0,0,0,0,1,0,1,9,3,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,5,15,14,1,1,0,0,1,1,1
0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,7,30,1,1,1,0,1,0,1,1
0,1,0,0,0,0,1,0,1,3,4,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,3,6,9,1,0,0,1,0,0,1
0,0,0,0,0,0,1,0,1,5,2,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,3,14,9,1,1,1,1,1,0,1
0,0,0,1,1,0,1,1,5,13,1,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,8,2,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,3,3,4,0,1,0,0,0,1,0
0,0,1,1,1,0,0,1,6,2,9,1,1,0,0,0,0,1
0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,9,44,6,1,1,0,0,1,0,1
0,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,5,49,10,1,1,1,1,1,1,1
0,0,0,0,1,0,0,1,6,47,2,0,1,0,1,0,1,1
0,1,0,1,1,1,0,0,7,31,3,0,1,1,1,0,1,1
0,0,0,1,1,0,0,0,8,37,4,0,1,0,0,1,0,1
1,0,1,1,1,0,0,1,2,44,0,1,1,0,1,1,1,1
1,0,0,1,1,0,0,0,3,3,8,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,3,5,3,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,7,4,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,6,31,4,1,0,0,1,1,0,1
1,1,1,1,1,1,0,0,4,40,3,1,1,1,1,0,1,1
0,1,1,1,0,1,1,1,4,3,4,1,1,0,0,1,1,1
0,0,1,1,1,0,0,0,8,48,3,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,3,9,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,8,6,1,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,3,5,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,1,1,35,12,1,1,1,1,0,1,1
0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0,6,10,12,1,1,1,1,0,0,1
0,0,0,0,0,0,1,0,3,9,3,1,0,1,0,0,0,0
0,0,0,0,1,0,1,0,7,25,9,1,1,0,0,0,1,1
0,0,0,1,1,0,0,0,9,29,8,1,1,0,0,1,1,1
0,1,0,0,1,0,0,1,8,37,5,1,1,1,1,1,0,1
0,1,0,1,1,0,1,0,3,42,14,1,0,0,1,0,1,1
0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,2,22,11,1,1,0,1,1,1,1
0,1,1,1,0,0,0,0,6,34,3,1,1,0,0,1,1,1
0,0,1,1,1,1,0,1,7,25,10,0,1,1,1,0,0,1
0,0,0,1,0,0,1,0,3,8,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,7,18,1,1,1,1,1,0,1,1
0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,1,3,2,0,1,0,1,1,1,1
0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,7,8,5,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,3,5,4,1,0,0,0,0,0,0
0,1,0,1,0,0,0,1,6,19,14,1,1,0,1,0,1,1
0,1,1,0,1,0,0,0,6,12,10,0,1,1,0,0,1,1
1,0,0,1,1,1,0,0,7,28,14,1,1,0,0,0,1,1
0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,5,1,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,1,13,1,1,1,1,0,0,1,1
0,0,0,0,0,0,0,1,7,39,6,1,0,0,0,1,0,1
0,0,0,0,1,0,1,0,3,4,4,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,2,46,6,0,1,1,1,0,1,1
0,0,0,1,0,0,1,0,2,27,10,1,1,1,0,1,1,1
0,0,0,1,1,0,0,0,4,32,9,1,0,1,0,1,0,1
0,0,0,0,0,0,1,0,1,2,4,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,3,2,4,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,6,2,1,1,1,0,0,0,1,1
0,0,0,1,1,0,0,0,9,15,9,1,0,1,1,0,1,1
0,0,0,1,1,0,1,0,4,7,1,1,1,0,1,0,0,1
0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,2,15,14,1,1,1,0,0,1,1
0,1,0,0,1,0,0,0,3,3,0,1,0,1,0,1,1,1
0,0,0,1,0,0,0,0,7,3,5,0,1,1,1,0,0,1
0,1,0,1,1,0,0,0,2,29,13,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,1,0
0,1,0,0,1,0,1,0,1,3,3,0,1,0,0,0,1,0
0,0,0,1,1,0,0,1,6,27,9,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,2,7,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,7,49,6,0,1,0,0,0,0,1
0,1,0,1,0,0,0,1,6,29,11,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,7,37,1,1,1,1,0,0,1,1
0,0,0,0,0,1,1,0,1,6,3,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,4,13,3,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0
0,1,0,1,1,0,1,1,4,20,1,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,9,0,0,1,0,1,0,0,0
0,0,0,0,1,0,1,0,3,9,0,0,0,0,0,0,0,0
0,1,0,1,1,0,1,1,2,45,4,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,4,2,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,9,16,7,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,5,47,13,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,1,7,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,1,14,14,0,1,1,1,0,0,1
1,0,0,0,1,0,1,0,4,32,0,1,1,0,1,1,1,1
1,1,0,1,1,0,0,1,6,36,0,0,1,0,1,0,0,1
1,1,0,0,1,0,0,1,3,46,5,1,1,0,1,1,1,1
1,1,1,1,1,0,0,0,2,16,9,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,9,2,0,0,0,1,0,1,0
0,1,0,1,1,1,0,1,6,23,13,0,1,0,1,0,1,1
0,0,0,1,0,0,1,0,3,3,4,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,8,0,0,1,0,0,0,1,0
0,1,0,1,1,0,0,1,6,12,11,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,3,9,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,3,6,2,0,1,0,0,0,0,0
1,1,1,1,1,0,1,1,2,39,10,1,1,1,1,0,1,1
0,0,0,1,0,0,1,0,3,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,3,29,2,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,2,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,3,8,3,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,9,37,11,1,1,1,1,0,1,1
0,0,0,1,0,1,0,0,2,28,3,1,0,0,0,1,1,1
0,1,1,1,0,0,0,1,3,13,0,1,1,1,0,0,0,1
0,0,0,0,0,0,1,0,3,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0
0,1,0,1,1,0,0,0,2,28,4,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,0,3,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,9,15,2,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,9,48,3,1,1,0,1,1,1,1
0,0,0,0,0,0,1,0,3,9,1,0,0,0,0,0,1,0
1,0,0,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,3,9,1,0,1,0,0,0,0,0
1,0,0,1,1,0,0,0,3,19,14,1,1,1,0,1,1,1
1,1,0,1,1,0,0,1,9,1,13,1,1,1,1,1,1,1
1,1,0,1,1,0,0,0,1,14,0,0,1,1,0,0,0,1
1,1,1,1,1,0,0,0,9,8,0,0,1,0,1,1,1,1
0,0,0,0,1,1,1,0,2,4,2,0,1,0,1,0,1,0
0,1,1,1,0,1,0,1,1,13,7,1,1,0,1,1,1,1
0,0,0,1,1,1,1,0,1,19,6,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,5,36,10,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,6,8,4,1,1,1,0,0,1,1
0,1,1,1,1,0,0,0,2,12,5,1,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1,2,4,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,3,5,2,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,7,33,4,1,1,0,1,1,1,1
0,0,0,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0
1,1,0,1,1,0,0,0,3,38,2,1,1,1,1,0,1,1
0,1,0,1,0,1,0,0,5,9,4,1,1,0,0,1,1,1
0,0,0,0,0,0,1,1,2,2,3,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,2,5,4,0,1,0,1,0,1,0
0,1,0,1,0,0,0,0,1,33,2,0,1,0,1,0,1,1
0,1,0,1,1,0,1,0,6,26,7,0,0,0,0,0,1,1
0,1,0,1,1,1,0,0,6,49,5,0,1,1,1,0,1,1
0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,8,39,0,0,1,1,1,1,1,1
1,1,0,1,1,0,1,0,2,46,9,0,1,0,0,0,1,1
1,1,0,0,1,0,0,1,4,24,12,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,1,0,9,0,1,0,1,0,1,1
1,0,0,1,1,0,0,0,3,35,3,1,1,1,1,0,0,1
0,0,0,1,0,0,1,0,2,2,2,1,0,0,0,0,0,0
1,1,0,1,1,0,1,1,5,15,14,0,1,0,1,1,1,1
1,0,0,0,0,0,0,0,7,32,3,0,0,0,1,1,1,1
0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,4,8,7,1,1,1,0,1,1,1
0,1,0,0,1,0,1,0,1,6,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,4,11,1,0,0,1,1,0,1,1
1,1,0,1,1,0,0,0,8,23,6,0,1,0,0,1,1,1
0,0,0,1,1,1,0,0,1,46,11,0,1,0,1,0,1,1
1,1,0,0,1,1,1,1,8,30,5,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,4,49,8,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,3,4,0,0,0,1,0,0,1,0
0,1,0,1,1,0,1,1,7,29,4,1,1,0,1,0,1,1
0,1,0,1,0,0,0,0,6,31,5,0,1,1,1,0,1,1
0,0,0,1,1,0,0,0,3,33,5,0,1,1,0,1,1,1
0,0,0,1,0,0,1,0,1,7,2,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,2,17,8,0,1,1,1,0,1,1
0,0,0,1,1,0,1,1,3,23,13,0,1,1,1,0,0,1
0,1,0,1,1,0,0,0,9,21,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,1,4,7,12,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,3,9,3,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,4,1,11,1,1,1,0,0,0,1
0,0,0,0,0,0,1,0,3,5,3,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,7,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,5,0,14,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,3,2,0,0,1,0,0,0,0
1,1,0,1,1,0,0,0,1,46,6,1,1,0,0,1,1,1
0,0,0,1,1,0,0,1,5,28,10,1,1,0,0,0,0,1
0,0,0,1,0,0,1,0,2,8,3,1,0,0,0,0,0,0
0,1,0,1,1,0,0,1,3,14,3,0,1,0,0,1,1,1
0,0,0,0,0,0,1,1,2,8,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,8,3,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,8,12,3,0,1,0,0,0,0,1
0,0,0,0,1,0,1,0,2,6,2,1,0,0,0,0,0,0
0,1,0,1,0,0,1,0,7,39,13,0,1,1,0,0,0,1
1,1,0,0,1,1,0,1,9,38,1,1,1,0,0,1,1,1
0,1,0,0,0,0,0,0,2,2,3,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,5,25,12,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0
0,1,1,0,0,0,1,0,2,3,4,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,4,9,7,1,1,0,1,1,1,1
0,0,1,1,1,1,0,0,2,1,4,1,1,1,0,1,0,1
0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,2,27,9,1,1,0,0,1,1,1
1,1,0,1,1,0,0,0,5,28,5,0,1,1,1,1,1,1
0,1,0,1,1,0,0,0,7,48,3,1,1,0,1,0,1,1
0,1,0,0,0,1,0,0,4,40,2,1,1,1,0,0,1,1
0,0,0,1,0,0,1,0,2,29,8,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,5,2,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,3,5,2,0,0,0,1,0,0,0
0,0,0,0,1,0,1,1,2,4,4,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,8,48,6,1,1,0,1,0,1,1
1,1,0,1,1,1,0,0,5,47,4,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,9,7,11,1,1,0,0,0,1,1
0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0
